ANP,URL,Worker Resposes,,,,STDev/Img,STDev/ANP,Mean/Img,Mean/ANP
extreme_closeup,http://farm4.static.flickr.com/3947/15503922241_53e8ac3dcc.jpg,0,1,0,,0.577350269,0.527046277,0.333333333,0.444444444
extreme_fitness,http://farm4.static.flickr.com/3204/3129157637_cbdddbeec9.jpg,1,1,1,,0,,1,
extreme_fitness,http://farm4.static.flickr.com/3362/3542331644_53ee996090.jpg,1,0,0,,0.577350269,,0.333333333,
extreme_fitness,http://farm4.static.flickr.com/3741/11360337436_2993386d77.jpg,,0,0,,0,0.534522484,0,0.444444444
extreme_macro,http://farm3.static.flickr.com/2460/3928913269_b50f3dfe93.jpg,1,2,0,,1,,1,
extreme_macro,http://farm4.static.flickr.com/3778/12815060115_67bc8ff889.jpg,2,2,0,,1.154700538,,1.333333333,
extreme_macro,http://farm5.static.flickr.com/4023/4270544046_432d43d86e.jpg,-1,1,1,,1.154700538,1.054092553,0.333333333,0.888888889
extreme_makeover,http://farm1.static.flickr.com/144/337760080_5f2cb3561b.jpg,0,1,0,,0.577350269,,0.333333333,
extreme_makeover,http://farm5.static.flickr.com/4005/4304345600_d1edd0bbc0.jpg,1,0,1,,0.577350269,,0.666666667,
extreme_makeover,http://farm7.static.flickr.com/6187/6035217291_966a07b9eb.jpg,0,2,1,,1,0.707106781,1,0.666666667
extreme_makeup,http://farm5.static.flickr.com/4084/5042710525_f21d43abe5.jpg,2,1,1,,0.577350269,,1.333333333,
extreme_makeup,http://farm7.static.flickr.com/6089/6155047152_66bbd78662.jpg,-1,0,1,,1,,0,
extreme_makeup,http://farm9.static.flickr.com/8659/15830060470_ce31a8d2de.jpg,1,-2,1,,1.732050808,1.236033081,0,0.444444444
extreme_man,http://farm4.static.flickr.com/3636/3334044629_6ec95aa64f.jpg,1,1,-1,,1.154700538,,0.333333333,
extreme_man,http://farm4.static.flickr.com/3846/14771377914_720689b128.jpg,0,1,1,,0.577350269,,0.666666667,
extreme_man,http://farm7.static.flickr.com/6208/6121557531_3a2ee9dce5.jpg,-1,1,-1,,1.154700538,0.971825316,-0.333333333,0.222222222
extreme_poverty,http://farm1.static.flickr.com/98/260856866_2799e16eb3.jpg,1,1,1,,0,,1,
extreme_poverty,http://farm7.static.flickr.com/6005/6014999886_14deb998b9.jpg,-1,0,2,,1.527525232,,0.333333333,
extreme_poverty,http://farm8.static.flickr.com/7555/16077485658_f7657b921d.jpg,1,0,2,,1,0.971825316,1,0.777777778
extreme_sailing,http://farm7.static.flickr.com/6001/6019313485_5f0ab5edbb.jpg,0,1,0,,0.577350269,,0.333333333,
extreme_sailing,http://farm7.static.flickr.com/6019/5903366400_fb3b22519b.jpg,0,0,0,,0,,0,
extreme_sailing,http://farm7.static.flickr.com/6039/6257813935_955041b9f8.jpg,0,0,0,,0,0.333333333,0,0.111111111
extreme_speed,http://farm3.static.flickr.com/2703/4452786853_eae4e02341.jpg,0,1,1,,0.577350269,,0.666666667,
extreme_speed,http://farm4.static.flickr.com/3307/4628339488_efc71c70b2.jpg,0,0,1,,0.577350269,,0.333333333,
extreme_speed,http://farm7.static.flickr.com/6178/6167425149_b3b5fe41d0.jpg,2,0,1,,1,0.707106781,1,0.666666667
extreme_terrain,http://farm5.static.flickr.com/4082/4799111849_c30f9b089c.jpg,0,1,0,,0.577350269,,0.333333333,
extreme_terrain,http://farm8.static.flickr.com/7005/6434441997_f6422a04f0.jpg,-1,-1,-1,,0,,-1,
extreme_terrain,http://farm8.static.flickr.com/7395/13083957333_a3d96318fc.jpg,0,1,1,,0.577350269,0.866025404,0.666666667,0
extreme_weather,http://farm1.static.flickr.com/29/56568971_f4e0ab159d.jpg,2,,-1,,2.121320344,,0.5,
extreme_weather,http://farm4.static.flickr.com/3186/2584685180_b31d8018bd.jpg,0,,0,,0,,0,
extreme_weather,http://farm6.static.flickr.com/5112/5911437100_f4ebc92ec0.jpg,1,0,1,,0.577350269,0.975900073,0.666666667,0.388888889
fabulous_fashion,http://farm3.static.flickr.com/2814/10672896496_53c0af0ffc.jpg,0,0,1,,0.577350269,,0.333333333,
fabulous_fashion,http://farm3.static.flickr.com/2879/12302903204_542a88f247.jpg,2,1,0,,1,,1,
fabulous_fashion,http://farm4.static.flickr.com/3687/10190029834_7dd6fe0446.jpg,0,0,0,,0,0.726483157,0,0.444444444
fabulous_flowers,http://farm2.static.flickr.com/1324/640875470_bb8d0213f2.jpg,1,1,2,,0.577350269,,1.333333333,
fabulous_flowers,http://farm4.static.flickr.com/3126/2680496799_76c5f22f5b.jpg,1,1,1,,0,,1,
fabulous_flowers,http://farm9.static.flickr.com/8461/8049279637_8334172ae9.jpg,0,0,1,,0.577350269,0.600925213,0.333333333,0.888888889
faceless_portrait,http://farm3.static.flickr.com/2643/4174359238_3487495435.jpg,-1,-1,1,,1.154700538,,-0.333333333,
faceless_portrait,http://farm4.static.flickr.com/3093/2418345920_d583bd7cca.jpg,0,1,1,,0.577350269,,0.666666667,
faceless_portrait,http://farm6.static.flickr.com/5558/13979467090_7ba7bd9c2b.jpg,1,0,1,,0.577350269,0.866025404,0.666666667,0.333333334
faded_paint,http://farm1.static.flickr.com/33/43754168_72cf351870.jpg,-1,1,0,,1,,0,
faded_paint,http://farm3.static.flickr.com/2633/3963343124_35bf5dabfe.jpg,2,0,0,,1.154700538,,0.666666667,
faded_paint,http://farm6.static.flickr.com/5152/7384121416_8360a356e7.jpg,0,0,0,,0,0.833333333,0,0.222222222
faded_sign,http://farm3.static.flickr.com/2210/2102245852_b938a40a15.jpg,0,0,-1,,0.577350269,,-0.333333333,
faded_sign,http://farm5.static.flickr.com/4104/5170841832_5845fd843f.jpg,-1,0,0,,0.577350269,,-0.333333333,
faded_sign,http://farm6.static.flickr.com/5220/5529340760_529f485cef.jpg,0,-1,1,,1,0.666666667,0,-0.222222222
fair_city,http://farm4.static.flickr.com/3193/2965501995_afdac68994.jpg,1,1,1,,0,,1,
fair_city,http://farm6.static.flickr.com/5293/5476674844_555540672a.jpg,1,0,0,,0.577350269,,0.333333333,
fair_city,http://farm6.static.flickr.com/5310/5585412084_8a2ccea69e.jpg,0,0,0,,0,0.527046277,0,0.444444444
fair_contract,http://farm4.static.flickr.com/3714/9777463623_f0298a3bb6.jpg,0,2,1,,1,,1,
fair_contract,http://farm8.static.flickr.com/7082/6861130554_f469715c16.jpg,-1,1,0,,1,,0,
fair_contract,http://farm9.static.flickr.com/8204/8219034753_945f95ea55.jpg,0,-1,0,,0.577350269,0.971825316,-0.333333333,0.222222222
fair_day,http://farm2.static.flickr.com/1233/1467750896_299bde9965.jpg,1,0,0,,0.577350269,,0.333333333,
fair_day,http://farm3.static.flickr.com/2288/1492387681_8e03d1bca3.jpg,1,1,1,,0,,1,
fair_day,http://farm4.static.flickr.com/3234/5805054730_259dfabd17.jpg,0,0,1,,0.577350269,0.527046277,0.333333333,0.555555555
fair_game,http://farm2.static.flickr.com/1380/5129100807_6855545978.jpg,0,1,0,,0.577350269,,0.333333333,
fair_game,http://farm4.static.flickr.com/3178/2479445769_75bac0b532.jpg,-1,1,,,1.414213562,,0,
fair_game,http://farm6.static.flickr.com/5084/5343680321_7ccc7e2c9e.jpg,0,0,1,,0.577350269,0.707106781,0.333333333,0.222222222
fair_parade,http://farm3.static.flickr.com/2178/2249852628_701c45b7bd.jpg,1,0,2,,1,,1,
fair_parade,http://farm4.static.flickr.com/3125/2803135593_deb3e016f0.jpg,1,1,0,,0.577350269,,0.666666667,
fair_parade,http://farm8.static.flickr.com/7423/12570084444_cca76d55e9.jpg,1,1,1,,0,0.600925213,1,0.888888889
fair_rides,http://farm3.static.flickr.com/2543/3958166573_40822dac78.jpg,2,0,0,,1.154700538,,0.666666667,
fair_rides,http://farm4.static.flickr.com/3164/2968796318_87eab61b53.jpg,2,0,0,,1.154700538,,0.666666667,
fair_rides,http://farm6.static.flickr.com/5598/15496792006_40d2194c53.jpg,2,0,1,,1,0.971825316,1,0.777777778
fair_skin,http://farm3.static.flickr.com/2562/3896873161_479ec98dcf.jpg,1,0,1,,0.577350269,,0.666666667,
fair_skin,http://farm6.static.flickr.com/5011/5490228992_376548dc2e.jpg,2,1,0,,1,,1,
fair_skin,http://farm6.static.flickr.com/5262/5659371713_ecaa8cc1ff.jpg,0,0,0,,0,0.726483157,0,0.555555556
fake_beard,http://farm1.static.flickr.com/115/260290935_2ceac18d1b.jpg,0,2,1,,1,,1,
fake_beard,http://farm6.static.flickr.com/5167/5255943589_95a19bd19a.jpg,0,-1,1,,1,,0,
fake_beard,http://farm7.static.flickr.com/6176/6205466769_3377bf9190.jpg,1,1,1,,0,0.866025404,1,0.666666667
fake_blood,http://farm2.static.flickr.com/1233/5157334934_316b0bb513.jpg,1,1,1,,0,,1,
fake_blood,http://farm7.static.flickr.com/6126/5977054080_d097aab529.jpg,0,-2,-2,,1.154700538,,-1.333333333,
fake_blood,http://farm9.static.flickr.com/8242/8498792113_d3c6772716.jpg,1,0,1,,0.577350269,1.269295518,0.666666667,0.111111111
fake_eyelashes,http://farm2.static.flickr.com/1429/5205194683_f369bbc40c.jpg,0,-1,1,,1,,0,
fake_eyelashes,http://farm3.static.flickr.com/2367/1733548940_6ca456e80f.jpg,0,1,0,,0.577350269,,0.333333333,
fake_eyelashes,http://farm5.static.flickr.com/4142/4773913280_59dbde4811.jpg,0,1,0,,0.577350269,0.666666667,0.333333333,0.222222222
fake_flowers,http://farm3.static.flickr.com/2401/2316097178_94b9dd90b5.jpg,1,-1,-1,,1.154700538,,-0.333333333,
fake_flowers,http://farm3.static.flickr.com/2691/4304435173_0719a5c5ac.jpg,0,1,0,,0.577350269,,0.333333333,
fake_flowers,http://farm4.static.flickr.com/3324/3419169858_54123d777b.jpg,-1,0,0,,0.577350269,0.78173596,-0.333333333,-0.111111111
fake_food,http://farm2.static.flickr.com/1122/862225290_1aa7fdab77.jpg,0,0,1,,0.577350269,,0.333333333,
fake_food,http://farm3.static.flickr.com/2616/3966979986_0fa1b37729.jpg,1,0,1,,0.577350269,,0.666666667,
fake_food,http://farm4.static.flickr.com/3010/3257350858_9797d5aeda.jpg,0,0,1,,0.577350269,0.527046277,0.333333333,0.444444444
fake_fur,http://farm1.static.flickr.com/15/19127921_e8c6f55824.jpg,2,1,2,,0.577350269,,1.666666667,
fake_fur,http://farm4.static.flickr.com/3298/5695467650_df3b3d3563.jpg,1,0,0,,0.577350269,,0.333333333,
fake_fur,http://farm4.static.flickr.com/3475/3271643684_09a6b2cffe.jpg,0,2,0,,1.154700538,0.927960727,0.666666667,0.888888889
fake_hair,http://farm4.static.flickr.com/3130/2537373005_e441b226f4.jpg,0,2,0,,1.154700538,,0.666666667,
fake_hair,http://farm4.static.flickr.com/3192/2875251482_808d960aeb.jpg,2,0,0,,1.154700538,,0.666666667,
fake_hair,http://farm6.static.flickr.com/5205/5206230233_3168451f54.jpg,1,0,0,,0.577350269,0.881917104,0.333333333,0.555555556
fake_house,http://farm3.static.flickr.com/2102/4510305768_c777137e87.jpg,0,1,0,,0.577350269,,0.333333333,
fake_house,http://farm3.static.flickr.com/2788/4408081765_4c55af7700.jpg,0,0,0,,0,,0,
fake_house,http://farm9.static.flickr.com/8112/8509092622_dc072953fd.jpg,0,0,0,,0,0.333333333,0,0.111111111
fake_lomo,http://farm3.static.flickr.com/2436/3633128780_170eeedc7e.jpg,0,-1,0,,0.577350269,,-0.333333333,
fake_lomo,http://farm5.static.flickr.com/4056/4506256184_2e5060559c.jpg,0,1,1,,0.577350269,,0.666666667,
fake_lomo,http://farm6.static.flickr.com/5084/5367492816_bf8d10132a.jpg,0,1,0,,0.577350269,0.666666667,0.333333333,0.222222222
fake_meat,http://farm1.static.flickr.com/157/407049117_00ac76aee8.jpg,1,2,1,,0.577350269,,1.333333333,
fake_meat,http://farm3.static.flickr.com/2014/1994218786_c3316c26f1.jpg,0,2,1,,1,,1,
fake_meat,http://farm5.static.flickr.com/4062/4346692114_e78148d384.jpg,1,1,1,,0,0.600925213,1,1.111111111
fake_model,http://farm1.static.flickr.com/75/192213361_362f398902.jpg,1,0,1,,0.577350269,,0.666666667,
fake_model,http://farm1.static.flickr.com/78/163122314_1b5c2468e8.jpg,0,1,1,,0.577350269,,0.666666667,
fake_model,http://farm3.static.flickr.com/2724/4427283957_1e63d2db18.jpg,0,1,0,,0.577350269,0.527046277,0.333333333,0.555555556
fake_moustache,http://farm1.static.flickr.com/128/351262895_e19cf77638.jpg,1,0,0,,0.577350269,,0.333333333,
fake_moustache,http://farm4.static.flickr.com/3558/3578379563_6c5c5f40c9.jpg,1,1,1,,0,,1,
fake_moustache,http://farm5.static.flickr.com/4015/5146799369_9f5f3171ed.jpg,0,0,1,,0.577350269,0.527046277,0.333333333,0.555555555
fake_problems,http://farm1.static.flickr.com/156/408076639_152a1c2f8b.jpg,1,0,2,,1,,1,
fake_problems,http://farm3.static.flickr.com/2547/4050960398_738f5ba3ce.jpg,1,1,,,0,,1,
fake_problems,http://farm7.static.flickr.com/6030/5986255543_0e251826a3.jpg,2,0,0,,1.154700538,0.83452296,0.666666667,0.888888889
fake_tattoo,http://farm2.static.flickr.com/1070/1107663072_563083b733.jpg,1,0,0,,0.577350269,,0.333333333,
fake_tattoo,http://farm6.static.flickr.com/5136/5562846861_2d8781d5d7.jpg,1,1,,,0,,1,
fake_tattoo,http://farm9.static.flickr.com/8576/16243043376_c886a8f060.jpg,1,0,0,,0.577350269,0.534522484,0.333333333,0.555555555
fake_vintage,http://farm2.static.flickr.com/1364/5119580056_50e982b44c.jpg,1,2,0,,1,,1,
fake_vintage,http://farm8.static.flickr.com/7279/7715771110_2cbc974d54.jpg,2,1,,,0.707106781,,1.5,
fake_vintage,http://farm9.static.flickr.com/8020/7637188024_f20dd18a65.jpg,,0,1,,0.707106781,0.816496581,0.5,1
fallen_flag,http://farm3.static.flickr.com/2904/13946829136_874ce7e2d1.jpg,0,0,0,,0,,0,
fallen_flag,http://farm5.static.flickr.com/4062/4650875635_d4c8741878.jpg,0,0,1,,0.577350269,,0.333333333,
fallen_flag,http://farm9.static.flickr.com/8605/15809214070_fa5f758d21.jpg,0,-1,0,,0.577350269,0.5,-0.333333333,0
fallen_hero,http://farm5.static.flickr.com/4055/4479750272_0bcf020e63.jpg,-1,-2,-1,,0.577350269,,-1.333333333,
fallen_hero,http://farm7.static.flickr.com/6158/6180453300_ecd5363095.jpg,-1,-1,-1,,0,,-1,
fallen_hero,http://farm7.static.flickr.com/6203/6049021229_dc2ce28cfc.jpg,1,1,1,,0,1.130388331,1,-0.444444444
fallen_leaf,http://farm3.static.flickr.com/2570/4073337291_848ab3c40b.jpg,0,0,1,,0.577350269,,0.333333333,
fallen_leaf,http://farm4.static.flickr.com/3229/3105173620_847da0728c.jpg,-1,1,0,,1,,0,
fallen_leaf,http://farm9.static.flickr.com/8479/8178223436_067c315fc0.jpg,0,-1,0,,0.577350269,0.707106781,-0.333333333,0
fallen_leaves,http://farm4.static.flickr.com/3932/15594718331_26e1ede258.jpg,1,0,1,,0.577350269,,0.666666667,
fallen_leaves,http://farm8.static.flickr.com/7476/15145170844_f51a30e01f.jpg,0,1,0,,0.577350269,,0.333333333,
fallen_leaves,http://farm9.static.flickr.com/8333/8115798657_3fb3003a50.jpg,1,1,1,,0,0.5,1,0.666666667
fallen_officer,http://farm3.static.flickr.com/2705/4082369100_30926030ba.jpg,-2,0,2,,2,,0,
fallen_officer,http://farm3.static.flickr.com/2835/9373581182_c4749c89ac.jpg,1,1,1,,0,,1,
fallen_officer,http://farm4.static.flickr.com/3455/3804205856_9a765ac67a.jpg,1,0,1,,0.577350269,1.130388331,0.666666667,0.555555556
fallen_soldier,http://farm3.static.flickr.com/2822/9452316873_283332abaf.jpg,1,-2,0,,1.527525232,,-0.333333333,
fallen_soldier,http://farm4.static.flickr.com/3263/2559042542_cf41daf3a6.jpg,0,1,0,,0.577350269,,0.333333333,
fallen_soldier,http://farm4.static.flickr.com/3525/3703575395_7780c57d05.jpg,1,2,-1,,1.527525232,1.201850425,0.666666667,0.222222222
fallen_tree,http://farm3.static.flickr.com/2864/10958296645_203f52a2bd.jpg,1,0,1,,0.577350269,,0.666666667,
fallen_tree,http://farm7.static.flickr.com/6047/6266286863_da5665786c.jpg,1,-1,0,,1,,0,
fallen_tree,http://farm7.static.flickr.com/6055/6328657761_eb8d60a6ed.jpg,-1,-1,0,,0.577350269,0.866025404,-0.666666667,0
falling_leaves,http://farm3.static.flickr.com/2858/10846313245_4a96b08df2.jpg,0,1,0,,0.577350269,,0.333333333,
falling_leaves,http://farm4.static.flickr.com/3761/11741715844_b0629e218a.jpg,0,1,0,,0.577350269,,0.333333333,
falling_leaves,http://farm7.static.flickr.com/6091/6237474554_ac6d6e989e.jpg,2,0,0,,1.154700538,0.726483157,0.666666667,0.444444444
falling_snow,http://farm3.static.flickr.com/2692/4207013366_8a081abb7b.jpg,1,1,1,,0,,1,
falling_snow,http://farm3.static.flickr.com/2803/4444008963_1027d015b0.jpg,1,0,0,,0.577350269,,0.333333333,
falling_snow,http://farm9.static.flickr.com/8508/8450578001_2fe7877850.jpg,1,1,1,,0,0.440958552,1,0.777777778
falling_star,http://farm4.static.flickr.com/3275/5834812807_ae9797cf32.jpg,0,1,0,,0.577350269,,0.333333333,
falling_star,http://farm6.static.flickr.com/5088/5331871154_10dd432f29.jpg,1,1,1,,0,,1,
falling_star,http://farm8.static.flickr.com/7224/6902139792_0d9922617d.jpg,0,0,0,,0,0.527046277,0,0.444444444
false_alarm,http://farm1.static.flickr.com/106/286238064_700da9ff5b.jpg,1,-2,1,,1.732050808,,0,
false_alarm,http://farm3.static.flickr.com/2334/2055993302_58914434bb.jpg,1,0,1,,0.577350269,,0.666666667,
false_alarm,http://farm4.static.flickr.com/3194/3074548609_1925623bc0.jpg,1,-1,0,,1,1.092906421,0,0.222222222
false_lashes,http://farm3.static.flickr.com/2531/4088324349_198f12436c.jpg,0,0,0,,0,,0,
false_lashes,http://farm3.static.flickr.com/2942/15178235747_4a28887d6d.jpg,-1,-1,0,,0.577350269,,-0.666666667,
false_lashes,http://farm7.static.flickr.com/6040/6298030081_961652ec12.jpg,2,1,2,,0.577350269,1.118033989,1.666666667,0.333333333
famous_buildings,http://farm6.static.flickr.com/5143/5548443949_b2ffb8d311.jpg,-1,0,-1,,0.577350269,,-0.666666667,
famous_buildings,http://farm7.static.flickr.com/6133/6029021043_2b49c118cf.jpg,0,0,,,0,,0,
famous_buildings,http://farm8.static.flickr.com/7038/6822547350_803bff0db7.jpg,1,0,0,,0.577350269,0.640869944,0.333333333,-0.111111111
famous_people,http://farm3.static.flickr.com/2511/4242748664_acc80949f1.jpg,1,2,1,,0.577350269,,1.333333333,
famous_people,http://farm4.static.flickr.com/3694/9458186692_05552ca072.jpg,0,1,1,,0.577350269,,0.666666667,
famous_people,http://farm9.static.flickr.com/8487/8233209463_ee7720cd1f.jpg,-1,2,0,,1.527525232,0.971825316,0.333333333,0.777777778
famous_person,http://farm3.static.flickr.com/2571/3805344752_a80b3252ef.jpg,0,0,0,,0,,0,
famous_person,http://farm4.static.flickr.com/3367/3252924362_d55ac51ce3.jpg,1,1,1,,0,,1,
famous_person,http://farm8.static.flickr.com/7285/16495861832_cc1464e87f.jpg,0,0,1,,0.577350269,0.527046277,0.333333333,0.444444444
famous_place,http://farm4.static.flickr.com/3796/13870682845_04118159e5.jpg,0,0,2,,1.154700538,,0.666666667,
famous_place,http://farm8.static.flickr.com/7542/15949168238_ac9f657213.jpg,0,0,0,,0,,0,
famous_place,http://farm9.static.flickr.com/8571/16351081251_1408a90f98.jpg,0,0,1,,0.577350269,0.707106781,0.333333333,0.333333333
fancy_dress,http://farm8.static.flickr.com/7510/15510869730_fca3eb50df.jpg,0,1,1,,0.577350269,,0.666666667,
fancy_dress,http://farm8.static.flickr.com/7581/15986539430_2e6865db6f.jpg,-2,,1,,2.121320344,,-0.5,
fancy_dress,http://farm9.static.flickr.com/8585/16050459755_0b6bc1477a.jpg,1,1,1,,0,1.069044968,1,0.388888889
fancy_work,http://farm3.static.flickr.com/2004/2439322658_5d74b3982f.jpg,1,1,2,,0.577350269,,1.333333333,
fancy_work,http://farm4.static.flickr.com/3701/9034610187_cf8d8006a1.jpg,1,1,0,,0.577350269,,0.666666667,
fancy_work,http://farm6.static.flickr.com/5271/14403560922_3006ab7a5e.jpg,1,1,1,,0,0.5,1,1
fantastic_flower,http://farm6.static.flickr.com/5118/7070793715_c2b3f1d5ab.jpg,1,2,1,,0.577350269,,1.333333333,
fantastic_flower,http://farm7.static.flickr.com/6193/6045579309_44a9a3e576.jpg,1,1,0,,0.577350269,,0.666666667,
fantastic_flower,http://farm8.static.flickr.com/7173/6819462247_a83a773e27.jpg,0,2,1,,1,0.707106781,1,1
fantastic_nature,http://farm3.static.flickr.com/2805/10593487246_d0f251d11c.jpg,0,0,0,,0,,0,
fantastic_nature,http://farm6.static.flickr.com/5546/10587069793_b30045c114.jpg,-1,0,0,,0.577350269,,-0.333333333,
fantastic_nature,http://farm8.static.flickr.com/7428/10446603884_19ce2ae580.jpg,1,0,0,,0.577350269,0.5,0.333333333,0
fantastic_planet,http://farm1.static.flickr.com/26/43432287_e7940ce72c.jpg,-1,0,-2,,1,,-1,
fantastic_planet,http://farm2.static.flickr.com/1009/747598218_9cb72d8b7c.jpg,1,0,0,,0.577350269,,0.333333333,
fantastic_planet,http://farm4.static.flickr.com/3087/2915748565_b5e94628c2.jpg,0,0,0,,0,0.833333333,0,-0.222222222
fantastic_wildlife,http://farm4.static.flickr.com/3083/3124487077_eda4d13c86.jpg,1,1,2,,0.577350269,,1.333333333,
fantastic_wildlife,http://farm4.static.flickr.com/3177/2895444966_69caae4295.jpg,1,0,1,,0.577350269,,0.666666667,
fantastic_wildlife,http://farm9.static.flickr.com/8463/8116774986_c374c57fae.jpg,1,-1,-1,,1.154700538,1.013793755,-0.333333333,0.555555556
fast_action,http://farm2.static.flickr.com/1195/667385466_c93e584d45.jpg,1,1,0,,0.577350269,,0.666666667,
fast_action,http://farm3.static.flickr.com/2715/4283547828_471c7abb81.jpg,1,0,1,,0.577350269,,0.666666667,
fast_action,http://farm4.static.flickr.com/3553/4596871747_c6f2c78f7f.jpg,2,1,0,,1,0.666666667,1,0.777777778
fast_boat,http://farm3.static.flickr.com/2448/3643995081_999f44bd3b.jpg,1,1,0,,0.577350269,,0.666666667,
fast_boat,http://farm4.static.flickr.com/3639/5705428841_dda34c1280.jpg,1,0,0,,0.577350269,,0.333333333,
fast_boat,http://farm4.static.flickr.com/3857/15058723545_c9f31994ca.jpg,1,0,1,,0.577350269,0.527046277,0.666666667,0.555555556
fast_cars,http://farm6.static.flickr.com/5550/14253290524_e59906bcbe.jpg,2,1,1,,0.577350269,,1.333333333,
fast_cars,http://farm8.static.flickr.com/7565/15687936360_ed1cf49317.jpg,1,2,2,,0.577350269,,1.666666667,
fast_cars,http://farm9.static.flickr.com/8100/8593384834_3e9b8138e1.jpg,1,0,2,,1,0.707106781,1,1.333333333
fast_company,http://farm1.static.flickr.com/144/323996739_d2d35aeeb5.jpg,0,1,1,,0.577350269,,0.666666667,
fast_company,http://farm4.static.flickr.com/3818/12498306705_db2b1defd8.jpg,2,1,1,,0.577350269,,1.333333333,
fast_company,http://farm9.static.flickr.com/8179/7988726175_5057757e3a.jpg,1,1,1,,0,0.5,1,1
fat_cap,http://farm7.static.flickr.com/6229/6307041677_6e5e7a3970.jpg,0,0,1,,0.577350269,,0.333333333,
fat_cap,http://farm8.static.flickr.com/7428/12910133344_92d24239be.jpg,-1,0,1,,1,,0,
fat_cap,http://farm9.static.flickr.com/8071/8291216565_73e6dd80cc.jpg,1,0,0,,0.577350269,0.666666667,0.333333333,0.222222222
fat_cat,http://farm6.static.flickr.com/5458/9660844450_bd24c650c2.jpg,1,1,1,,0,,1,
fat_cat,http://farm7.static.flickr.com/6139/5925530087_4c40bce2bf.jpg,1,1,1,,0,,1,
fat_cat,http://farm9.static.flickr.com/8063/8182192276_5d45f11f01.jpg,1,1,0,,0.577350269,0.333333333,0.666666667,0.888888889
fat_face,http://farm1.static.flickr.com/72/218473016_031524a7b2.jpg,1,1,1,,0,,1,
fat_face,http://farm3.static.flickr.com/2676/4161612299_2010d7a276.jpg,0,1,0,,0.577350269,,0.333333333,
fat_face,http://farm4.static.flickr.com/3512/3470057947_176756f409.jpg,0,1,2,,1,0.666666667,1,0.777777778
fat_girl,http://farm4.static.flickr.com/3220/5740272493_c2ef855dce.jpg,-1,-1,1,,1.154700538,,-0.333333333,
fat_girl,http://farm5.static.flickr.com/4059/4490972241_88e7b53a68.jpg,1,1,0,,0.577350269,,0.666666667,
fat_girl,http://farm5.static.flickr.com/4067/4301272974_e55d7d89d3.jpg,1,1,0,,0.577350269,0.866025404,0.666666667,0.333333334
fat_kid,http://farm3.static.flickr.com/2444/3922072437_5f670ca2ca.jpg,0,0,1,,0.577350269,,0.333333333,
fat_kid,http://farm8.static.flickr.com/7048/6906465057_5a0fd099aa.jpg,0,1,1,,0.577350269,,0.666666667,
fat_kid,http://farm9.static.flickr.com/8300/7946950484_ba72da08a2.jpg,0,1,1,,0.577350269,0.527046277,0.666666667,0.555555556
fat_tire,https://farm7.static.flickr.com/6026/5975588951_77c99492a0.jpg,0,1,0,,0.577350269,,0.333333333,
fat_tire,https://farm7.static.flickr.com/6142/6012171596_c7b5d39233.jpg,1,1,1,,0,,1,
fat_tire,https://farm8.static.flickr.com/7181/6902211562_1556302a5c.jpg,0,-1,1,,1,0.726483157,0,0.444444444
favorite_garden,http://farm1.static.flickr.com/52/140796154_6a4304147e.jpg,1,1,0,,0.577350269,,0.666666667,
favorite_garden,http://farm2.static.flickr.com/1377/918330110_e577f48a7a.jpg,1,0,1,,0.577350269,,0.666666667,
favorite_garden,http://farm4.static.flickr.com/3045/2475394745_d6274abe52.jpg,2,2,1,,0.577350269,0.707106781,1.666666667,1
favorite_place,http://farm3.static.flickr.com/2733/5837727079_885a65e8f5.jpg,1,0,2,,1,,1,
favorite_place,http://farm9.static.flickr.com/8264/8645468243_c62c5323a7.jpg,1,1,2,,0.577350269,,1.333333333,
favorite_place,http://farm9.static.flickr.com/8302/7808581760_c0f350e011.jpg,2,1,1,,0.577350269,0.666666667,1.333333333,1.222222222
feral_cat,http://farm4.static.flickr.com/3913/14721119557_b6ed2a3139.jpg,0,1,0,,0.577350269,,0.333333333,
feral_cat,http://farm8.static.flickr.com/7103/7367203446_03ed1b9759.jpg,0,1,1,,0.577350269,,0.666666667,
feral_cat,http://farm8.static.flickr.com/7376/11910099564_a49fdc56de.jpg,0,0,1,,0.577350269,0.527046277,0.333333333,0.444444444
feral_pigeon,http://farm4.static.flickr.com/3935/15607409635_861e91b784.jpg,2,1,0,,1,,1,
feral_pigeon,http://farm6.static.flickr.com/5077/5876720788_505fa91aa2.jpg,1,1,-1,,1.154700538,,0.333333333,
feral_pigeon,http://farm6.static.flickr.com/5144/5684480457_406065e418.jpg,1,0,1,,0.577350269,0.866025404,0.666666667,0.666666667
fiery_sky,http://farm2.static.flickr.com/1344/959746544_a55702da73.jpg,0,1,1,,0.577350269,,0.666666667,
fiery_sky,http://farm6.static.flickr.com/5530/11112210995_37dedf66de.jpg,-1,1,1,,1.154700538,,0.333333333,
fiery_sky,http://farm8.static.flickr.com/7365/9918654476_f1d34e004b.jpg,2,1,1,,0.577350269,0.833333333,1.333333333,0.777777778
fighting_game,http://farm1.static.flickr.com/13/93630474_9be0266b43.jpg,-1,0,0,,0.577350269,,-0.333333333,
fighting_game,http://farm5.static.flickr.com/4123/4907550624_02a66729db.jpg,1,1,1,,0,,1,
